Date,Number of Drivers,Inventory Level,Depot,Quantity Delivered(m3),Distance from Depot (km),Number of Stations,Discounts,Number of Pickups per Day,Demand
5/21/2023,19,5154572,1,129,38,14,1,8,38.0
5/21/2023,12,6443621,2,86,30,7,0,15,45.0
5/21/2023,16,3862774,1,58,52,7,1,10,40.0
5/21/2023,17,5284443,1,113,6,8,2,11,46.75
5/21/2023,13,8698420,2,148,68,17,0,11,35.75
5/21/2023,11,7394701,1,96,27,10,1,11,30.25
5/21/2023,11,5673987,1,124,9,17,0,11,30.25
5/21/2023,19,4488392,1,78,67,18,0,11,52.25
5/21/2023,12,3716967,2,39,19,7,0,9,27.0
5/21/2023,9,4035961,2,93,6,6,2,8,18.0
5/21/2023,8,8281938,1,74,40,16,1,17,34.0
5/21/2023,11,6666166,1,37,39,5,1,14,38.5
5/21/2023,10,5513438,1,162,47,17,1,9,22.5
5/21/2023,13,4543410,2,111,28,13,1,17,55.25
5/21/2023,18,6166201,1,162,52,17,1,9,40.5
5/21/2023,12,7019811,2,54,19,13,2,12,36.0
5/21/2023,9,6479596,1,69,33,12,0,16,36.0
5/21/2023,11,7628548,1,143,48,9,1,12,33.0
5/21/2023,9,3661033,2,43,59,17,0,15,33.75
5/21/2023,7,5130309,1,108,59,15,2,13,22.75
5/21/2023,11,7305262,1,123,42,9,2,17,46.75
5/21/2023,10,8958114,2,86,28,5,1,11,27.500000000000004
5/21/2023,13,4005730,2,97,54,15,1,9,29.25
5/22/2023,11,2780188,2,135,74,15,1,15,41.25
5/22/2023,20,2710337,1,159,10,0,0,16,80.0
5/22/2023,16,6471233,2,152,79,3,1,9,36.0
5/22/2023,16,8550167,1,131,11,18,1,16,64.0
5/22/2023,16,5559504,1,83,63,17,2,14,56.00000000000001
5/22/2023,16,8390201,2,137,12,18,0,13,52.0
5/22/2023,11,4125729,2,183,9,15,2,16,44.00000000000001
5/22/2023,7,7153587,1,139,65,7,0,8,14.000000000000002
5/22/2023,10,4371630,2,138,53,13,2,13,32.5
5/22/2023,15,6415299,1,150,64,11,2,8,30.0
5/22/2023,14,8750942,1,83,64,16,0,17,59.5
5/22/2023,7,6254015,2,70,41,13,1,8,14.000000000000002
5/22/2023,19,3833409,2,172,52,8,1,14,66.5
5/22/2023,15,7373407,1,67,43,14,0,9,33.75
5/22/2023,19,4291330,2,46,15,8,0,8,38.0
5/22/2023,12,6329445,2,133,7,10,1,17,50.99999999999999
5/22/2023,20,3836802,1,146,5,15,2,9,45.0
5/22/2023,17,8364879,1,170,44,8,2,16,68.0
5/22/2023,12,7936231,1,100,44,17,1,10,30.0
5/22/2023,7,3329119,1,54,46,11,1,17,29.75
5/22/2023,8,7157719,1,60,62,5,2,17,34.0
5/22/2023,7,3437474,1,91,68,7,2,17,29.75
5/22/2023,16,3061883,2,117,66,6,1,16,64.0
5/22/2023,14,4489853,1,146,4,16,0,11,38.5
5/22/2023,15,4545432,1,67,22,8,0,11,41.25
5/22/2023,9,3312550,1,141,31,17,2,14,31.5
5/22/2023,18,6526256,2,86,56,10,1,17,76.5
5/22/2023,8,8130928,2,191,44,17,1,10,20.0
5/22/2023,13,5852309,1,149,64,15,2,16,52.0
5/22/2023,8,7968512,1,173,56,14,2,16,32.0
5/22/2023,20,3936265,1,55,54,9,0,12,60.0
5/22/2023,11,7181302,2,67,17,4,2,10,27.500000000000004
5/22/2023,7,6294993,2,98,12,15,2,14,24.500000000000004
5/22/2023,20,7028274,2,60,41,8,2,16,80.0
5/22/2023,8,6227722,1,108,39,12,1,11,22.000000000000004
5/23/2023,5,5687603,2,49,48,6,0,7,8.75
5/23/2023,7,9298388,2,13,19,12,2,6,10.5
5/23/2023,5,2902941,2,37,64,18,0,16,20.0
5/23/2023,13,5732325,2,185,30,11,0,11,35.75
5/23/2023,13,3710944,1,107,46,13,2,13,42.24999999999999
5/23/2023,16,6419758,2,160,47,10,2,10,40.0
5/23/2023,15,6238369,1,141,49,6,2,14,52.5
5/23/2023,17,6499324,2,162,18,9,1,14,59.5
5/23/2023,18,5615426,1,83,63,11,0,11,49.5
5/23/2023,11,8094224,1,166,26,15,2,10,27.500000000000004
5/23/2023,7,5621808,1,69,12,17,0,14,24.500000000000004
5/23/2023,16,4883400,2,132,11,10,0,10,40.0
5/23/2023,8,4075796,2,39,44,8,1,17,34.0
5/23/2023,11,5274629,1,84,44,18,0,12,33.0
5/23/2023,11,8167381,1,155,9,16,1,12,33.0
5/23/2023,8,8582908,2,91,31,8,1,16,32.0
5/23/2023,20,8421485,1,124,7,5,1,8,40.0
5/23/2023,14,4696816,1,159,33,10,2,10,35.0
5/23/2023,11,6963617,1,179,27,6,1,16,44.00000000000001
5/23/2023,15,5664665,2,72,24,11,1,15,56.25
5/23/2023,13,8170802,2,145,12,13,0,10,32.5
5/23/2023,17,3245149,2,115,53,18,0,11,46.75
5/23/2023,11,8002505,1,119,31,5,1,17,46.75
5/23/2023,11,5375795,2,142,4,10,2,13,35.75
5/23/2023,11,4124975,2,88,55,14,1,12,33.0
5/23/2023,18,5875685,2,78,7,15,1,17,76.5
5/23/2023,11,7308453,2,50,19,18,0,10,27.500000000000004
5/23/2023,17,7477316,1,47,19,11,1,17,72.25
5/23/2023,9,5661120,1,121,38,8,2,11,24.75
5/23/2023,19,6202131,2,146,24,7,1,14,66.5
5/23/2023,11,7288928,1,94,51,17,0,15,41.25
5/23/2023,7,5768031,1,112,20,4,0,12,21.0
5/23/2023,16,4973478,1,113,40,5,1,10,40.0
5/23/2023,17,4031335,1,181,27,10,0,9,38.25
5/24/2023,17,9167169,2,78,13,13,1,9,38.25
5/24/2023,16,5165796,2,14,27,2,1,17,68.0
5/24/2023,16,2029691,2,105,42,5,2,14,56.00000000000001
5/24/2023,16,3977372,2,87,31,4,0,8,32.0
5/24/2023,13,7234838,2,46,59,8,0,13,42.24999999999999
5/24/2023,20,8671790,2,145,39,16,2,8,40.0
5/24/2023,17,7954860,2,128,63,5,2,16,68.0
5/24/2023,18,5367303,1,150,26,4,0,10,45.0
5/24/2023,18,6007748,2,106,54,9,1,17,76.5
5/24/2023,16,5930515,2,56,4,5,2,17,68.0
5/24/2023,7,5394301,1,95,66,12,0,10,17.5
5/24/2023,9,5951209,1,173,65,13,1,13,29.25
5/24/2023,13,6142164,1,111,57,15,1,11,35.75
5/24/2023,15,8081024,1,104,16,15,2,12,45.0
5/24/2023,8,5048069,1,65,53,10,2,12,24.0
5/24/2023,11,6026560,2,112,19,4,2,9,24.75
5/24/2023,9,8972423,1,68,36,9,2,8,18.0
5/24/2023,19,7848239,1,165,20,16,0,14,66.5
5/24/2023,12,6680379,1,133,68,11,1,12,36.0
5/24/2023,20,9095149,2,120,41,15,2,15,75.0
5/24/2023,11,1605735,1,45,50,8,0,9,24.75
5/24/2023,11,8644395,1,154,43,13,2,17,46.75
5/24/2023,15,3075105,1,85,62,4,1,12,45.0
5/24/2023,10,4909503,2,177,33,8,2,11,27.500000000000004
5/24/2023,14,5275697,1,170,45,11,0,8,28.000000000000004
5/24/2023,20,5434980,2,73,62,6,2,11,55.00000000000001
5/24/2023,16,4781860,1,56,42,6,1,13,52.0
5/24/2023,15,4638734,1,116,64,12,2,16,60.0
5/24/2023,12,5154835,1,101,23,6,1,9,27.0
5/24/2023,13,7815956,2,69,53,18,0,11,35.75
5/24/2023,7,6582509,1,56,7,8,2,11,19.25
5/24/2023,19,7374117,2,85,7,17,0,13,61.75000000000001
5/25/2023,11,8035607,2,192,32,4,1,9,24.75
5/25/2023,7,2606283,1,144,29,2,1,9,15.75
5/25/2023,16,9751231,2,161,63,0,0,17,68.0
5/25/2023,17,6153662,2,19,79,20,0,20,85.0
5/25/2023,20,4189933,2,44,70,2,0,8,40.0
5/25/2023,11,220971,1,18,75,16,0,13,35.75
5/25/2023,15,6798602,2,105,21,5,0,9,33.75
5/25/2023,9,3845276,1,167,70,6,2,16,36.0
5/25/2023,7,7036299,2,94,5,11,0,16,28.000000000000004
5/25/2023,17,4711954,2,115,7,11,2,16,68.0
5/25/2023,19,7794186,2,118,37,4,2,9,42.75000000000001
5/25/2023,15,5402642,2,122,42,9,0,16,60.0
5/25/2023,19,5243896,2,104,15,9,1,12,56.99999999999999
5/25/2023,18,4902031,2,125,38,8,0,12,54.0
5/25/2023,15,7080508,2,84,59,10,1,16,60.0
5/25/2023,10,7512810,2,129,50,14,2,9,22.5
5/25/2023,15,5357670,1,98,48,15,1,17,63.74999999999999
5/25/2023,20,3813118,1,64,59,11,1,8,40.0
5/25/2023,7,5745436,1,52,25,16,0,16,28.000000000000004
5/25/2023,9,5527788,1,187,63,8,2,8,18.0
5/25/2023,11,6564281,2,133,29,15,0,14,38.5
5/25/2023,9,8682139,2,90,31,7,2,13,29.25
5/25/2023,18,4474565,1,175,41,15,1,16,72.0
5/25/2023,9,4278572,1,95,7,7,0,12,27.0
5/25/2023,17,7593282,1,184,11,6,2,16,68.0
5/25/2023,9,2846996,1,119,32,9,2,12,27.0
5/25/2023,7,3494147,2,162,16,5,0,9,15.75
5/25/2023,11,8334929,1,64,46,5,0,9,24.75
5/25/2023,12,7697110,1,192,56,14,1,15,45.0
5/25/2023,11,3294728,2,44,22,4,0,13,35.75
5/25/2023,19,7166451,2,94,16,6,1,13,61.75000000000001
5/25/2023,9,3937220,1,87,5,5,2,12,27.0
5/25/2023,11,5116446,2,147,28,12,1,11,30.25
5/25/2023,19,6301058,1,125,69,9,2,9,42.75000000000001
5/25/2023,15,7785299,1,37,20,6,2,8,30.0
5/25/2023,15,4253929,2,104,64,12,1,13,48.75
5/25/2023,10,8539341,2,191,50,15,2,14,35.0
5/25/2023,15,5014250,2,62,4,11,2,14,52.5
5/25/2023,7,3770514,2,144,23,9,2,13,22.75
5/26/2023,5,1689454,1,188,25,16,0,11,13.750000000000002
5/26/2023,7,8835952,1,143,76,0,1,17,29.75
5/26/2023,9,3959202,2,105,48,16,2,8,18.0
5/26/2023,20,5899959,2,166,55,9,1,14,70.0
5/26/2023,10,7194218,1,143,53,11,2,15,37.5
5/26/2023,9,4968532,2,147,25,14,1,17,38.25
5/26/2023,20,5029150,1,95,23,8,0,15,75.0
5/26/2023,19,7672167,2,86,59,14,2,14,66.5
5/26/2023,13,8369485,2,50,35,11,2,14,45.5
5/26/2023,14,4158770,2,164,41,17,1,8,28.000000000000004
5/26/2023,9,9062355,1,66,24,15,2,11,24.75
5/26/2023,13,6383027,2,108,64,9,0,9,29.25
5/26/2023,7,6142493,2,181,70,14,2,11,19.25
5/26/2023,14,4957199,2,155,55,4,1,10,35.0
5/26/2023,12,3732157,1,136,45,7,1,11,33.0
5/26/2023,15,5792738,2,158,10,14,1,13,48.75
5/26/2023,19,4587123,1,138,50,4,2,9,42.75000000000001
5/26/2023,11,6128057,2,43,38,8,2,11,30.25
5/26/2023,18,4440293,1,85,53,17,2,11,49.5
5/26/2023,19,2372492,2,134,30,13,2,13,61.75000000000001
5/26/2023,15,2199940,2,189,53,10,1,9,33.75
5/26/2023,19,7763238,2,93,33,18,1,16,76.0
5/26/2023,16,4972802,1,177,5,9,2,12,48.0
5/26/2023,8,4530006,1,128,60,18,1,16,32.0
5/26/2023,12,4186951,1,131,44,13,0,8,24.0
5/26/2023,11,8796833,2,59,68,11,0,16,44.00000000000001
5/26/2023,13,3825106,2,123,22,9,2,13,42.24999999999999
5/26/2023,16,7153168,2,66,67,4,2,11,44.00000000000001
5/27/2023,19,6667847,1,126,63,14,2,11,52.25
5/27/2023,19,4266773,1,97,33,12,2,17,80.74999999999999
5/27/2023,12,5471361,2,36,33,11,0,14,42.0
5/27/2023,13,3879326,1,89,50,11,0,13,42.24999999999999
5/27/2023,15,7437380,2,107,62,14,1,14,52.5
5/27/2023,11,4417692,2,192,62,16,0,15,41.25
5/27/2023,17,5533424,1,189,54,18,1,15,63.74999999999999
5/27/2023,13,7784719,1,176,40,12,1,15,48.75
5/27/2023,13,7206394,1,115,66,5,0,13,42.24999999999999
5/27/2023,14,6857202,2,86,41,10,0,8,28.000000000000004
5/27/2023,12,6967154,2,70,54,11,2,17,50.99999999999999
5/27/2023,11,6437097,1,172,12,13,1,9,24.75
5/27/2023,20,4778054,2,120,33,5,1,8,40.0
5/27/2023,14,8284962,2,178,13,4,2,11,38.5
5/27/2023,18,4734279,2,173,33,16,2,10,45.0
5/27/2023,20,5795748,2,170,42,12,1,9,45.0
5/27/2023,17,5422803,2,101,41,8,1,8,34.0
5/27/2023,19,8969474,1,135,56,7,1,13,61.75000000000001
5/27/2023,19,4615130,2,61,66,13,2,8,38.0
5/27/2023,17,1407646,2,64,15,13,1,12,50.99999999999999
5/27/2023,14,4278047,2,96,38,16,2,10,35.0
5/27/2023,18,5900944,1,185,49,11,0,9,40.5
5/27/2023,8,6008366,1,44,30,12,2,14,28.000000000000004
5/27/2023,17,7341203,1,94,41,12,2,8,34.0
5/27/2023,11,3952496,2,95,35,15,1,10,27.500000000000004
5/27/2023,19,5897535,2,160,65,13,2,10,47.5
5/28/2023,11,2171592,2,61,76,11,2,6,16.5
5/28/2023,8,6887573,2,136,11,2,2,13,26.0
5/28/2023,13,9567064,1,21,57,14,1,18,58.5
5/28/2023,13,4728179,1,149,55,13,2,8,26.0
5/28/2023,11,8802145,1,140,58,2,2,13,35.75
5/28/2023,20,5159438,1,138,44,12,0,16,80.0
5/28/2023,19,5299218,2,173,27,16,2,16,76.0
5/28/2023,7,3764162,1,120,57,4,0,11,19.25
5/28/2023,15,8023305,1,50,63,14,2,8,30.0
5/28/2023,8,5236860,2,186,64,10,0,15,30.0
5/28/2023,17,3940996,2,58,14,7,2,9,38.25
5/28/2023,19,8326814,1,153,7,10,2,12,56.99999999999999
5/28/2023,17,4535432,1,81,15,13,1,9,38.25
5/28/2023,18,3914333,1,134,35,9,2,17,76.5
5/28/2023,20,4953334,1,109,14,17,0,12,60.0
5/28/2023,18,7547946,1,103,60,9,2,10,45.0
5/28/2023,10,7923729,1,62,60,18,0,16,40.0
5/28/2023,7,7396054,1,40,48,14,0,10,17.5
5/28/2023,8,5086113,2,140,37,11,1,8,16.0
5/28/2023,16,4083153,1,71,50,12,1,16,64.0
5/28/2023,8,5973764,1,36,70,13,0,17,34.0
5/28/2023,11,6565926,2,172,60,16,0,8,22.000000000000004
5/28/2023,7,5470473,2,90,6,8,2,15,26.25
5/28/2023,20,6446317,2,48,24,7,0,8,40.0
5/28/2023,11,8976988,1,72,36,14,2,9,24.75
5/28/2023,17,3937565,1,101,40,4,0,11,46.75
5/28/2023,12,4849566,2,145,37,5,2,16,48.0
5/28/2023,10,7768123,1,82,22,11,2,17,42.5
5/28/2023,17,8752442,2,83,58,7,2,16,68.0
5/28/2023,13,3628287,1,140,53,13,1,15,48.75
5/28/2023,15,7302060,1,142,39,5,2,11,41.25
5/28/2023,20,6837579,2,163,55,10,1,11,55.00000000000001
5/28/2023,10,4182600,2,55,61,15,1,17,42.5
5/28/2023,8,3158660,1,88,36,5,1,14,28.000000000000004
5/28/2023,16,7684815,2,47,4,5,1,11,44.00000000000001
5/28/2023,15,5785205,2,98,10,9,1,12,45.0
5/28/2023,17,1214950,2,35,32,11,2,15,63.74999999999999
5/28/2023,20,4655478,2,166,45,8,0,15,75.0
5/28/2023,20,4792923,1,100,35,7,1,14,70.0
5/28/2023,8,6099761,1,48,18,7,2,8,16.0
5/28/2023,11,6472027,2,162,53,17,1,10,27.500000000000004
5/28/2023,18,6287778,1,57,25,13,0,8,36.0
5/28/2023,18,5335929,2,173,14,18,0,15,67.5
5/28/2023,12,6723707,1,78,15,5,0,9,27.0
5/29/2023,8,8096232,2,161,21,12,0,11,22.000000000000004
5/29/2023,10,7638273,1,45,64,8,0,12,30.0
5/29/2023,19,3238746,1,198,25,8,1,10,47.5
5/29/2023,18,1622559,2,68,52,8,2,10,45.0
5/29/2023,17,8837646,1,89,6,9,0,14,59.5
5/29/2023,11,7234689,1,154,47,11,0,15,41.25
5/29/2023,12,6231881,1,51,41,11,2,8,24.0
5/29/2023,15,5320175,1,168,39,12,1,17,63.74999999999999
5/29/2023,16,8008856,1,91,4,7,2,13,52.0
5/29/2023,8,7428167,1,65,27,12,0,11,22.000000000000004
5/29/2023,11,5082434,2,154,52,9,2,11,30.25
5/29/2023,17,4959491,2,62,55,10,2,11,46.75
5/29/2023,18,7109871,1,65,36,6,1,15,67.5
5/29/2023,12,7634911,2,68,38,8,1,17,50.99999999999999
5/29/2023,19,4582746,1,73,17,13,1,17,80.74999999999999
5/29/2023,10,8542514,2,95,67,12,0,8,20.0
5/29/2023,16,4521246,2,97,42,15,1,15,60.0
5/29/2023,10,4601875,2,152,43,9,0,15,37.5
5/29/2023,13,7375408,2,183,49,15,1,13,42.24999999999999
5/29/2023,8,2317929,2,153,47,12,2,16,32.0
5/29/2023,16,6994760,2,146,36,7,2,15,60.0
5/29/2023,10,5835935,1,77,65,4,2,14,35.0
5/29/2023,10,6044585,1,186,19,9,0,9,22.5
5/29/2023,10,1948114,1,188,66,6,1,12,30.0
5/29/2023,20,2861159,2,173,39,4,2,16,80.0
5/29/2023,19,8225225,1,120,40,11,0,15,71.25
5/29/2023,17,7677676,2,44,11,10,1,15,63.74999999999999
5/29/2023,16,2522913,1,61,56,11,2,16,64.0
5/29/2023,19,7880648,2,151,47,13,1,10,47.5
5/29/2023,13,5123182,2,34,66,17,0,8,26.0
5/29/2023,7,6927430,2,176,18,4,1,17,29.75
5/29/2023,16,6883549,1,135,70,4,0,11,44.00000000000001
5/29/2023,15,8797997,2,191,6,17,1,16,60.0
5/30/2023,15,8088475,1,193,25,19,2,20,75.0
5/30/2023,17,5156369,1,117,60,7,1,9,38.25
5/30/2023,15,6932264,2,120,45,5,1,14,52.5
5/30/2023,15,5839956,2,90,29,13,0,14,52.5
5/30/2023,11,3964811,2,42,48,14,0,15,41.25
5/30/2023,18,5735854,2,184,30,8,0,16,72.0
5/30/2023,17,5955387,1,68,55,18,1,17,72.25
5/30/2023,15,8737349,1,121,67,6,1,14,52.5
5/30/2023,18,6552560,1,107,62,12,1,11,49.5
5/30/2023,12,3841699,2,191,9,15,1,17,50.99999999999999
5/30/2023,10,5351111,2,118,8,6,2,12,30.0
5/30/2023,17,7672965,1,187,16,18,0,11,46.75
5/30/2023,20,7795542,2,106,53,18,1,10,50.0
5/30/2023,14,4534424,2,146,15,12,0,11,38.5
5/30/2023,13,8598300,2,191,63,16,1,13,42.24999999999999
5/30/2023,9,8154644,2,184,25,12,0,14,31.5
5/30/2023,14,4070011,1,109,63,5,1,11,38.5
5/30/2023,8,3828897,2,134,31,7,2,16,32.0
5/30/2023,20,7271062,2,178,29,15,1,17,85.0
5/30/2023,10,3229390,1,189,63,8,1,10,25.0
5/30/2023,13,5271494,2,76,4,18,2,11,35.75
5/30/2023,7,2947247,1,55,45,17,0,13,22.75
5/30/2023,12,1607288,1,108,32,11,0,17,50.99999999999999
5/30/2023,7,2491417,2,124,59,4,2,11,19.25
5/30/2023,20,3909433,2,157,18,14,1,15,75.0
5/30/2023,16,7881468,1,164,20,6,1,9,36.0
5/30/2023,13,5983734,1,44,15,9,1,15,48.75
5/30/2023,13,4131557,1,191,63,14,2,11,35.75
5/30/2023,11,8822191,1,50,53,14,1,17,46.75
5/30/2023,20,4461723,1,161,70,16,0,10,50.0
5/30/2023,9,6704168,2,132,55,13,0,13,29.25
5/30/2023,19,3770816,1,76,25,8,0,9,42.75000000000001
5/30/2023,17,5826452,2,38,7,18,2,13,55.25
5/30/2023,12,7094285,1,191,50,16,1,15,45.0
5/30/2023,17,4969382,1,93,23,8,0,10,42.5
5/30/2023,16,6591380,2,123,59,6,0,16,64.0
5/30/2023,18,8600115,2,105,43,10,0,14,63.0
5/31/2023,20,8596576,2,36,5,16,2,18,90.0
5/31/2023,14,7161269,1,179,25,13,2,19,66.5
5/31/2023,18,1626202,2,140,66,4,2,18,81.0
5/31/2023,17,3628970,2,93,50,15,0,19,80.74999999999999
5/31/2023,18,4391767,2,184,39,16,1,9,40.5
5/31/2023,19,7340634,2,108,9,6,0,16,76.0
5/31/2023,10,8969699,1,87,24,6,0,10,25.0
5/31/2023,8,6885141,1,40,59,4,0,10,20.0
5/31/2023,11,4545940,2,77,66,17,1,8,22.000000000000004
5/31/2023,10,3617880,2,100,32,6,2,17,42.5
5/31/2023,16,7684118,2,134,55,14,1,14,56.00000000000001
5/31/2023,16,5604356,1,107,59,13,1,13,52.0
5/31/2023,13,8187561,2,188,37,10,2,17,55.25
5/31/2023,16,4220992,1,39,49,9,2,14,56.00000000000001
5/31/2023,18,8023360,2,37,24,4,2,17,76.5
5/31/2023,18,3624624,1,52,63,10,1,16,72.0
5/31/2023,18,7745286,1,98,35,16,2,9,40.5
5/31/2023,20,8175005,2,146,52,15,1,9,45.0
5/31/2023,13,5539338,2,135,50,9,0,14,45.5
5/31/2023,9,6588249,2,98,12,4,1,9,20.25
5/31/2023,11,7353136,1,71,68,14,1,9,24.75
6/1/2023,10,4528182,2,167,16,8,1,16,40.0
6/1/2023,5,3103881,2,188,13,19,0,16,20.0
6/1/2023,11,5657114,1,105,78,5,2,8,22.000000000000004
6/1/2023,20,4215789,1,47,19,14,0,8,40.0
6/1/2023,12,7656232,2,183,60,16,2,10,30.0
6/1/2023,7,6733014,1,83,62,6,2,12,21.0
6/1/2023,9,5053902,2,93,4,15,1,9,20.25
6/1/2023,11,8940637,1,102,4,18,1,8,22.000000000000004
6/1/2023,12,8641028,2,126,63,4,0,10,30.0
6/1/2023,9,7918177,1,44,47,14,0,12,27.0
6/1/2023,14,8958830,2,55,55,15,1,11,38.5
6/1/2023,9,6391950,2,169,40,8,0,14,31.5
6/1/2023,10,7909677,1,63,8,8,0,12,30.0
6/1/2023,9,5330616,2,100,22,6,2,15,33.75
6/1/2023,16,7614178,1,91,56,14,2,10,40.0
6/1/2023,14,9014904,1,156,34,6,1,15,52.5
6/1/2023,10,6688828,1,175,64,18,1,12,30.0
6/1/2023,19,7505764,2,185,26,7,0,8,38.0
6/1/2023,8,7772675,2,67,32,7,1,8,16.0
6/1/2023,16,5271401,2,83,20,6,1,16,64.0
6/1/2023,13,6231317,1,97,47,17,0,14,45.5
6/1/2023,7,6245087,2,188,69,10,2,11,19.25
6/1/2023,7,8988415,2,67,20,4,1,10,17.5
6/1/2023,12,6558780,1,124,51,14,0,15,45.0
6/1/2023,12,8245672,2,45,5,5,1,8,24.0
6/1/2023,19,4718517,1,191,66,13,0,13,61.75000000000001
6/1/2023,15,4248195,2,129,33,15,2,14,52.5
6/1/2023,18,5929714,2,157,69,4,2,13,58.5
6/1/2023,8,7807675,2,176,25,9,2,10,20.0
6/1/2023,17,8188516,2,166,7,18,1,9,38.25
6/1/2023,7,5245940,1,43,41,6,1,14,24.500000000000004
6/1/2023,17,2756419,1,149,55,10,0,8,34.0
6/1/2023,11,3627238,1,67,42,12,1,12,33.0
6/1/2023,18,7896151,2,49,63,15,2,17,76.5
6/1/2023,14,1300650,1,135,30,13,2,13,45.5
6/1/2023,12,5926492,1,101,69,4,1,15,45.0
6/1/2023,16,1202421,1,74,13,14,0,14,56.00000000000001
6/1/2023,12,2537747,2,65,25,12,1,12,36.0
6/1/2023,15,5751232,2,137,51,14,1,9,33.75
6/1/2023,12,6808392,1,39,9,8,0,8,24.0
6/1/2023,9,7974074,1,188,7,15,2,13,29.25
6/1/2023,15,4970409,2,111,51,6,0,17,63.74999999999999
6/1/2023,19,7063190,2,140,59,10,0,9,42.75000000000001
6/1/2023,10,8876593,2,97,63,16,2,16,40.0
6/1/2023,17,8087802,1,70,35,18,1,15,63.74999999999999
6/2/2023,9,3182908,1,137,48,1,0,6,13.5
6/2/2023,16,8009445,2,173,46,16,2,17,68.0
6/2/2023,11,2726620,1,67,40,0,1,16,44.00000000000001
6/2/2023,14,7756853,1,158,63,6,1,19,66.5
6/2/2023,19,5185984,1,95,29,16,1,14,66.5
6/2/2023,19,7201717,2,142,7,9,2,11,52.25
6/2/2023,19,7202297,1,131,44,6,0,11,52.25
6/2/2023,12,8851352,2,79,41,13,0,12,36.0
6/2/2023,19,7671170,2,153,34,6,2,14,66.5
6/2/2023,20,6758505,2,109,60,10,0,9,45.0
6/2/2023,14,4480598,1,111,21,10,1,11,38.5
6/2/2023,8,8222408,1,125,13,18,2,10,20.0
6/2/2023,16,6525301,1,80,39,18,2,12,48.0
6/2/2023,9,8859731,1,98,16,8,2,13,29.25
6/2/2023,11,3917462,1,83,67,18,2,10,27.500000000000004
6/2/2023,16,4166311,1,105,10,14,0,16,64.0
6/2/2023,17,5598669,1,84,36,12,0,13,55.25
6/2/2023,13,6493027,2,148,4,7,1,10,32.5
6/2/2023,15,6047027,2,44,38,18,2,15,56.25
6/2/2023,20,3865735,2,185,22,18,0,12,60.0
6/2/2023,20,3994155,2,108,23,6,0,12,60.0
6/2/2023,9,5052709,1,166,15,14,0,12,27.0
6/2/2023,16,6566142,2,175,25,8,0,17,68.0
6/2/2023,15,6203311,1,131,51,11,1,9,33.75
6/2/2023,11,6406243,1,178,57,14,2,13,35.75
6/2/2023,18,6256585,2,95,5,18,0,8,36.0
6/2/2023,15,4038514,2,111,27,18,2,16,60.0
6/2/2023,15,4723697,2,55,52,6,1,8,30.0
6/2/2023,17,4612733,2,110,62,7,1,11,46.75
6/2/2023,16,6578492,2,103,51,10,2,11,44.00000000000001
6/2/2023,12,7306104,1,185,60,15,0,11,33.0
6/2/2023,11,5114665,2,131,12,17,0,12,33.0
6/2/2023,20,7785196,2,99,4,17,0,8,40.0
6/2/2023,19,5192841,2,132,17,14,2,11,52.25
6/2/2023,11,7241058,1,56,35,15,0,13,35.75
6/2/2023,11,7755609,1,73,65,5,1,16,44.00000000000001
6/3/2023,18,9563061,2,200,34,15,1,12,54.0
6/3/2023,16,5373588,1,31,79,5,2,8,32.0
6/3/2023,6,1829529,2,20,46,16,1,11,16.5
6/3/2023,16,7535580,1,44,23,10,0,11,44.00000000000001
6/3/2023,12,5491993,2,175,22,15,2,17,50.99999999999999
6/3/2023,13,6375809,2,42,49,11,2,12,39.0
6/3/2023,14,5098379,2,123,70,12,0,12,42.0
6/3/2023,13,8203118,2,74,9,18,1,12,39.0
6/3/2023,8,6412320,2,82,19,4,0,11,22.000000000000004
6/3/2023,12,4585890,2,118,65,12,0,16,48.0
6/3/2023,7,7125850,2,191,46,18,1,11,19.25
6/3/2023,11,8698097,2,90,4,9,1,10,27.500000000000004
6/3/2023,8,6862061,2,173,18,13,1,11,22.000000000000004
6/3/2023,14,8033648,1,152,15,9,2,10,35.0
6/3/2023,8,2103013,1,140,32,15,0,13,26.0
6/3/2023,14,7112784,1,63,32,10,1,8,28.000000000000004
6/3/2023,10,8359419,1,183,5,11,1,16,40.0
6/3/2023,16,1855184,1,179,27,10,1,14,56.00000000000001
6/3/2023,7,5158375,1,127,67,16,0,13,22.75
6/3/2023,15,6731957,2,116,47,16,1,12,45.0
6/3/2023,13,2287265,1,81,28,9,1,9,29.25
6/3/2023,20,6267458,2,71,8,9,1,15,75.0
6/3/2023,17,7795990,2,88,40,12,1,16,68.0
6/3/2023,15,7951515,1,105,33,5,0,11,41.25
6/3/2023,18,6982217,1,102,68,4,1,16,72.0
6/3/2023,20,6613498,1,56,23,6,1,11,55.00000000000001
6/3/2023,9,7755193,1,100,48,9,1,11,24.75
6/4/2023,16,4966088,2,187,68,9,2,5,20.0
6/4/2023,9,3134986,2,28,62,1,1,6,13.5
6/4/2023,8,8674948,2,176,48,5,2,5,10.0
6/4/2023,8,5783897,2,32,18,4,2,7,14.000000000000002
6/4/2023,20,4534616,2,156,67,6,1,14,70.0
6/4/2023,14,6531086,1,86,37,10,0,16,56.00000000000001
6/4/2023,15,7287512,2,126,13,9,0,14,52.5
6/4/2023,14,5611617,1,62,28,17,0,17,59.5
